"logtype","title","query","startYear","endYear","citedBy","authorID","cluster","url","Timestamp"
"paper","DreamStream: Immersive and Interactive Spectating in VR","","","","","","","","2023-11-19T13:09:24.134Z"
"action","","","2022","","12159965450302363340","","","https://scholar.google.com/scholar?as_ylo=2022&hl=en&as_sdt=2005&sciodt=0,5&cites=12159965450302363340&scipsc=","2023-11-19T13:09:26.682Z"
"action","","","2022","","12159965450302363340","","","https://scholar.google.com/scholar?start=10&hl=en&as_sdt=2005&sciodt=0,5&as_ylo=2022&cites=12159965450302363340&scipsc=","2023-11-19T13:09:29.212Z"
"action","","a dose of reality","2022","","12159965450302363340","","","https://scholar.google.com/scholar?hl=en&as_sdt=2005&sciodt=0%2C5&as_ylo=2022&cites=12159965450302363340&scipsc=&q=a+dose+of+reality&btnG=","2023-11-19T13:09:36.131Z"
"action","","a dose of reality","","","","","","https://scholar.google.com/scholar?q=a+dose+of+reality&hl=en&as_sdt=0,5","2023-11-19T13:09:43.282Z"
"paper","A dose of reality: Overcoming usability challenges in vr head-mounted displays","","","","","","","","2023-11-19T13:09:46.838Z"
"action","","a dose of reality","","","","","","https://scholar.google.com/scholar?q=a+dose+of+reality&hl=en&as_sdt=0,5","2023-11-19T13:09:49.584Z"
"paper","A dose of reality: Overcoming usability challenges in vr head-mounted displays","","","","","","","","2023-11-19T13:09:51.055Z"
"action","","","","","4358646427119301496","","","https://scholar.google.com/scholar?cites=4358646427119301496&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:09:51.840Z"
"action","","a dose of reality","","","","","","https://scholar.google.com/scholar?q=a+dose+of+reality&hl=en&as_sdt=0,5","2023-11-19T13:09:53.232Z"
"action","","one reality CHI","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=one+reality+CHI&btnG=","2023-11-19T13:10:04.763Z"
"paper","Remixed reality: Manipulating space and time in augmented reality","","","","","","","","2023-11-19T13:10:08.307Z"
"action","","one reality CHI","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=one+reality+CHI&btnG=","2023-11-19T13:10:10.554Z"
"paper","Remixed reality: Manipulating space and time in augmented reality","","","","","","","","2023-11-19T13:10:11.589Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?user=DBkNLiwAAAAJ&hl=en&oi=sra","2023-11-19T13:10:13.131Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?hl=en&user=DBkNLiwAAAAJ&view_op=list_works&sortby=pubdate","2023-11-19T13:10:20.676Z"
"paper","BlendMR: A Computational Method to Create Ambient Mixed Reality Interfaces","","","","","","","","2023-11-19T13:10:24.225Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DBkNLiwAAAAJ&sortby=pubdate&citation_for_view=DBkNLiwAAAAJ:k_IJM867U9cC","2023-11-19T13:10:25.022Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DBkNLiwAAAAJ&sortby=pubdate&citation_for_view=DBkNLiwAAAAJ:k_IJM867U9cC","2023-11-19T13:10:36.242Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?hl=en&user=DBkNLiwAAAAJ&view_op=list_works&sortby=pubdate","2023-11-19T13:10:37.236Z"
"paper","XR and AI: AI-Enabled Virtual, Augmented, and Mixed Reality","","","","","","","","2023-11-19T13:10:39.656Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DBkNLiwAAAAJ&sortby=pubdate&citation_for_view=DBkNLiwAAAAJ:TFP_iSt0sucC","2023-11-19T13:10:40.464Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?hl=en&user=DBkNLiwAAAAJ&view_op=list_works&sortby=pubdate","2023-11-19T13:10:41.736Z"
"paper","Semanticadapt: Optimization-based adaptation of mixed reality layouts leveraging virtual-physical semantic connections","","","","","","","","2023-11-19T13:10:45.270Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DBkNLiwAAAAJ&sortby=pubdate&citation_for_view=DBkNLiwAAAAJ:hC7cP41nSMkC","2023-11-19T13:10:46.069Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?hl=en&user=DBkNLiwAAAAJ&view_op=list_works&sortby=pubdate","2023-11-19T13:10:48.070Z"
"paper","Context-aware online adaptation of mixed reality interfaces","","","","","","","","2023-11-19T13:10:51.368Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DBkNLiwAAAAJ&sortby=pubdate&citation_for_view=DBkNLiwAAAAJ:9ZlFYXVOiuMC","2023-11-19T13:10:52.169Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?hl=en&user=DBkNLiwAAAAJ&view_op=list_works&sortby=pubdate","2023-11-19T13:10:53.244Z"
"action","","","","","","DBkNLiwAAAAJ","","https://scholar.google.com/citations?user=DBkNLiwAAAAJ&hl=en&oi=sra","2023-11-19T13:10:54.464Z"
"action","","one reality CHI","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=one+reality+CHI&btnG=","2023-11-19T13:10:55.501Z"
"paper","Realitycheck: Blending virtual environments with situated physical reality","","","","","","","","2023-11-19T13:10:58.042Z"
"action","","one reality CHI","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=one+reality+CHI&btnG=","2023-11-19T13:11:01.447Z"
"paper","Realitycheck: Blending virtual environments with situated physical reality","","","","","","","","2023-11-19T13:11:02.753Z"
"action","","","","","","MPCI_sgAAAAJ","","https://scholar.google.com/citations?user=MPCI_sgAAAAJ&hl=en&oi=sra","2023-11-19T13:11:03.566Z"
"paper","AAR: Augmenting a Wearable Augmented Reality Display with an Actuated Head-Mounted Projector","","","","","","","","2023-11-19T13:12:14.782Z"
"action","","","","","","MPCI_sgAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MPCI_sgAAAAJ&citation_for_view=MPCI_sgAAAAJ:2osOgNQ5qMEC","2023-11-19T13:12:16.418Z"
"action","","","","","","MPCI_sgAAAAJ","","https://scholar.google.com/citations?user=MPCI_sgAAAAJ&hl=en&oi=sra","2023-11-19T13:12:17.799Z"
"action","","one reality CHI","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=one+reality+CHI&btnG=","2023-11-19T13:12:50.921Z"
"paper","Effect of virtual reality on balance and gait ability in patients with Parkinson's disease: a systematic review and meta-analysis","","","","","","","","2023-11-19T13:12:53.532Z"
"action","","one reality CHI","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=one+reality+CHI&btnG=","2023-11-19T13:12:56.288Z"
"action","","cross realty","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=cross+realty&btnG=&oq=Cross+Reality","2023-11-19T13:13:22.247Z"
"action","","cross reality","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=cross+reality&btnG=","2023-11-19T13:13:27.065Z"
"paper","Cross reality (XR): Challenges and opportunities across the spectrum","","","","","","","","2023-11-19T13:13:30.167Z"
"action","","cross reality","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=cross+reality&btnG=","2023-11-19T13:13:35.621Z"
"action","","bridging gap between virtual and physical","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=bridging+gap+between+virtual+and+physical&btnG=","2023-11-19T13:14:00.128Z"
"paper","Bridging the Reality Gap Between Virtual and Physical Environments Through Reinforcement Learning","","","","","","","","2023-11-19T13:14:03.406Z"
"action","","bridging gap between virtual and physical","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=bridging+gap+between+virtual+and+physical&btnG=","2023-11-19T13:14:06.325Z"
"paper","Bridging the Reality Gap Between Virtual and Physical Environments Through Reinforcement Learning","","","","","","","","2023-11-19T13:14:11.907Z"
"action","","","","","","bGLXnHUAAAAJ","","https://scholar.google.com/citations?user=bGLXnHUAAAAJ&hl=en&oi=sra","2023-11-19T13:14:13.469Z"
"action","","","","","","bGLXnHUAAAAJ","","https://scholar.google.com/citations?hl=en&user=bGLXnHUAAAAJ&view_op=list_works&sortby=pubdate","2023-11-19T13:14:18.507Z"
"action","","","","","","bGLXnHUAAAAJ","","https://scholar.google.com/citations?user=bGLXnHUAAAAJ&hl=en&oi=sra","2023-11-19T13:14:20.791Z"
"action","","bridging gap between virtual and physical","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=bridging+gap+between+virtual+and+physical&btnG=","2023-11-19T13:14:21.570Z"
"action",""," Bridging the gap across realities: Visual transitions between virtual and augmented reality","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=+Bridging+the+gap+across+realities%3A+Visual+transitions+between+virtual+and+augmented+reality&btnG=","2023-11-19T13:14:54.445Z"
"action","","","","","","CMq6OooAAAAJ","","https://scholar.google.com/citations?user=CMq6OooAAAAJ&hl=en&oi=sra","2023-11-19T13:15:01.989Z"
"action","","","","","","CMq6OooAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CMq6OooAAAAJ&citation_for_view=CMq6OooAAAAJ:2osOgNQ5qMEC","2023-11-19T13:15:13.462Z"
"action","","","","","1741427501286329645","","","https://scholar.google.com/scholar?cites=1741427501286329645&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:15:19.156Z"
"action","","","","","","NpVez2MAAAAJ","","https://scholar.google.com/citations?user=NpVez2MAAAAJ&hl=en&oi=sra","2023-11-19T13:16:19.842Z"
"action","","","","","","NpVez2MAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NpVez2MAAAAJ&citation_for_view=NpVez2MAAAAJ:u5HHmVD_uO8C","2023-11-19T13:16:26.578Z"
"action","","realitylens VR","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=realitylens+VR&btnG=","2023-11-19T13:16:47.555Z"
"action","","annexing reality","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=annexing+reality&btnG=","2023-11-19T13:16:57.941Z"
"action","","","","","682290301511479365","","","https://scholar.google.com/scholar?cites=682290301511479365&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:17:02.554Z"
"action","","","","","682290301511479365","","","https://scholar.google.com/scholar?start=10&hl=en&as_sdt=2005&sciodt=0,5&cites=682290301511479365&scipsc=","2023-11-19T13:17:32.106Z"
"action","","substitutional reality","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=substitutional+reality&btnG=","2023-11-19T13:18:24.400Z"
"action","","","","","18279035250641367730","","","https://scholar.google.com/scholar?cites=18279035250641367730&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:18:29.717Z"
"action","","","2022","","18279035250641367730","","","https://scholar.google.com/scholar?as_ylo=2022&hl=en&as_sdt=2005&sciodt=0,5&cites=18279035250641367730&scipsc=","2023-11-19T13:18:42.939Z"
"action","","","","","17889538562149396529","","","https://scholar.google.com/scholar?cites=17889538562149396529&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:18:55.255Z"
"action","","","2022","","18279035250641367730","","","https://scholar.google.com/scholar?start=10&hl=en&as_sdt=2005&sciodt=0,5&as_ylo=2022&cites=18279035250641367730&scipsc=","2023-11-19T13:19:07.766Z"
"action","","","2022","","18279035250641367730","","","https://scholar.google.com/scholar?start=20&hl=en&as_sdt=2005&sciodt=0,5&as_ylo=2022&cites=18279035250641367730&scipsc=","2023-11-19T13:19:18.644Z"
"action","","","","","","N0NjK_AAAAAJ","","https://scholar.google.com/citations?user=N0NjK_AAAAAJ&hl=en&oi=sra","2023-11-19T13:19:30.342Z"
"action","","","","","","N0NjK_AAAAAJ","","https://scholar.google.com/citations?hl=en&user=N0NjK_AAAAAJ&view_op=list_works&sortby=pubdate","2023-11-19T13:19:32.952Z"
"action","","","","","","N0NjK_AAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N0NjK_AAAAAJ&sortby=pubdate&citation_for_view=N0NjK_AAAAAJ:ZHo1McVdvXMC","2023-11-19T13:19:46.992Z"
"action","","","","","","N0NjK_AAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N0NjK_AAAAAJ&sortby=pubdate&citation_for_view=N0NjK_AAAAAJ:ldfaerwXgEUC","2023-11-19T13:19:49.456Z"
"action","","","","","","N0NjK_AAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N0NjK_AAAAAJ&sortby=pubdate&citation_for_view=N0NjK_AAAAAJ:J_g5lzvAfSwC","2023-11-19T13:19:53.601Z"
"action","","","","","","N0NjK_AAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N0NjK_AAAAAJ&sortby=pubdate&citation_for_view=N0NjK_AAAAAJ:zA6iFVUQeVQC","2023-11-19T13:20:00.162Z"
"action","","","","","","N0NjK_AAAAAJ","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N0NjK_AAAAAJ&sortby=pubdate&citation_for_view=N0NjK_AAAAAJ:YFjsv_pBGBYC","2023-11-19T13:20:07.053Z"
"paper","Reality Anchors: Bringing Cues from Reality to Increase Acceptance of Immersive Technologies in Transit","","","","","","","","2023-11-19T13:21:55.868Z"
"action","","ARChitect affordance ","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=ARChitect+affordance+&btnG=","2023-11-19T13:22:13.801Z"
"paper","Architect: Building interactive virtual experiences from physical affordances by bringing human-in-the-loop","","","","","","","","2023-11-19T13:22:21.572Z"
"action","","","","","11433297485781105639","","","https://scholar.google.com/scholar?cites=11433297485781105639&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:22:22.378Z"
"action","","","","","9518144109325217951","","","https://scholar.google.com/scholar?cites=9518144109325217951&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:22:40.285Z"
"action","","Affordance in daily interaction","","","9518144109325217951","","","https://scholar.google.com/scholar?hl=en&as_sdt=2005&sciodt=0%2C5&cites=9518144109325217951&scipsc=&q=Affordance+in+daily+interaction&btnG=","2023-11-19T13:24:17.918Z"
"action","","Affordance in Virtual Reality","","","","","","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=Affordance+in+Virtual+Reality&btnG=","2023-11-19T13:24:48.491Z"
"action","","","","","11493967495326655869","","","https://scholar.google.com/scholar?cites=11493967495326655869&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:25:24.193Z"
"action","","","","","11493967495326655869","","","https://scholar.google.com/scholar?start=10&hl=en&as_sdt=2005&sciodt=0,5&cites=11493967495326655869&scipsc=","2023-11-19T13:25:37.170Z"
"action","","affordance","","","11493967495326655869","","","https://scholar.google.com/scholar?hl=en&as_sdt=2005&sciodt=0%2C5&cites=11493967495326655869&scipsc=&q=affordance&btnG=","2023-11-19T13:25:41.440Z"
"action","","","","","11493967495326655869","","","https://scholar.google.com/scholar?start=10&hl=en&as_sdt=2005&sciodt=0,5&cites=11493967495326655869&scipsc=","2023-11-19T13:25:44.432Z"
"action","","","","","11493967495326655869","","","https://scholar.google.com/scholar?cites=11493967495326655869&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:25:45.069Z"
"action","","immersion in virtual reality questionnaire","","","11493967495326655869","","","https://scholar.google.com/scholar?hl=en&as_sdt=2005&sciodt=0%2C5&cites=11493967495326655869&scipsc=&q=immersion+in+virtual+reality+questionnaire&btnG=","2023-11-19T13:25:58.860Z"
"action","","","","","16954272010928356847","","","https://scholar.google.com/scholar?cites=16954272010928356847&as_sdt=2005&sciodt=0,5&hl=en","2023-11-19T13:26:04.697Z"
